jetz_species_name,gape_width,trophic_trait,locomotory_trait,mass,handwing_index
Ptilinopus_pulchellus,3.6,-0.05718078391763705,-3.6022004114856045,70,28
Ptilinopus_purpuratus,4.3,-0.01696683464413724,-1.5656511232776482,97.6,29.200000000000003
Ptilinopus_rarotongensis,3.9,-0.03994623422899428,-2.5164237811011088,97.6,24
Ptilinopus_regina,3.7,-0.05143593402142278,-2.384292233488181,101.6,29.6
Ptilinopus_richardsii,4,-0.03420138433278001,-2.3613128339033236,103.9,29.6
Ptilinopus_rivoli,4.5,-0.00547713485170871,-2.4302510326578948,149,28.5
Ptilinopus_roseicapilla,4.5,-0.00547713485170871,-2.637065628921608,90.4,27.6
Ptilinopus_solomonensis,3.9,-0.03994623422899428,-3.1971884938024986,108.5,27.65
Ptilinopus_subgularis,5.733333333333333,0.06537601386826716,-0.2855070714045706,142,26.333333333333332
Ptilinopus_superbus,4.300000000000001,-0.016966834644137188,-2.05396336445586,118,31
Ptilinopus_tannensis,5.1,0.02899196452557683,-1.1376598060096865,208,28.6
Ptilinopus_victor,3.4,-0.06867048371006558,-2.9587772231096072,46.6,25.5
Ptilinopus_viridis,4.3,-0.01696683464413724,-3.2172954684392487,121,30.1
Ptilinopus_wallacii,4.7,0.00601256494071982,-1.1548943556983298,208,34.5
Reinwardtoena_browni,5.6,0.057716214006648135,3.475454660650365,304,36.4
Reinwardtoena_crassirostris,6.9,0.13239926265743357,2.0334973367005844,259,33.2
Reinwardtoena_reinwardtsi,4.8,0.011757414836934061,4.015470550894505,275,34.5
Starnoenas_cyanocephala,3.7,-0.05143593402142278,-1.6087374974992552,219,30.2
Stigmatopelia_chinensis,3.2,-0.08016018350249408,-1.7466138950083976,159,31
Stigmatopelia_senegalensis,2.7,-0.10888443298356539,-2.0740703390926116,82.1,34.2
Streptopelia_bitorquata,3.6500000000000004,-0.0543083589695299,-0.4913641926855821,153,31.6
Streptopelia_capicola,3.2,-0.08016018350249408,-0.988293708708116,142,32.6
Streptopelia_decaocto,3.8,-0.045691084125208545,0.3818529915389848,149,36.3
Streptopelia_decipiens,3.8,-0.045691084125208545,-0.051883175625190917,134,30.7
Streptopelia_hypopyrrha,3.6,-0.05718078391763705,0.2698284185628073,162,35.6
Streptopelia_lugens,3.4,-0.06867048371006558,0.2525938688741639,155,36.6
Streptopelia_orientalis,3.1,-0.08590503339870835,0.47089816493030645,232.9,32.8
Streptopelia_reichenowi,3.3,-0.07441533360627985,-1.6144823473954706,119,30.9
Streptopelia_roseogrisea,3.7,-0.05143593402142278,-0.5229608671147612,155,39.2
Streptopelia_semitorquata,3.6,-0.05718078391763705,0.27557326845902125,176,36.6
Streptopelia_tranquebarica,3.4,-0.06867048371006558,-1.9247042417910394,103,39.6
Streptopelia_turtur,4.7,0.00601256494071982,0.1376968709498787,132,43.5
Streptopelia_vinacea,2.8,-0.10313958308735115,-1.8327866434516116,110,34.6
Treron_apicauda,5.4,0.04622651421421965,-0.27018747168133345,217.2,35.3
Treron_bicinctus,4.9,0.01750226473314835,-0.6953063640011891,174,38.1
Treron_calvus,6.05,0.08356803853961231,-0.046138325728976984,213.25,37.075
Treron_capellei,8.6,0.23006171089307595,1.464757196975374,401.3,33.5
Treron_curvirostra,5.9,0.07495076369529095,-1.861510892932683,134.5,34.9
Treron_floris,6.1,0.08644046348771943,-1.1778737552831855,205.7,29.9
Treron_formosae,5.6,0.057716214006648135,1.571036920055336,140,35.5
Treron_fulvicollis,4.5,-0.00547713485170871,-1.4306471507166134,167,33.3
Treron_griseicauda,5.5,0.05197136411043389,-1.315750152792328,205.7,33.9
Treron_olax,4.1,-0.02845653443656577,-2.843880225185322,77,34
Treron_oxyurus,5.5,0.05197136411043389,-0.6608372646239021,205.7,35.6
Treron_pembaensis,5.9,0.07495076369529095,0.04003442271423692,205.7,36.2
Treron_phoenicopterus,6.5,0.10941986307257649,1.1430456027873743,235,39.5
Treron_pompadora,5.15,0.031864389473684,-0.7269030384303665,226.16666666666666,36.583333333333336
Treron_psittaceus,6,0.08069561359150519,-0.14380077396461877,205.7,32.9
Treron_sanctithomae,7.9,0.18984776161957617,0.12620717115745084,205.7,35.4
Treron_seimundi,6.1,0.08644046348771943,-0.8446724613027595,157.8,33.9
Treron_sieboldii,5.1,0.02899196452557683,0.821334008599376,245,37.6
Treron_sphenurus,5.1,0.02899196452557683,0.1376968709498787,210,37.1
Treron_teysmannii,6.1,0.08644046348771943,-0.6493475648314743,205.7,33.1
Treron_vernans,4.7,0.00601256494071982,-1.775338144489469,132,32.8
Treron_waalia,6.2,0.09218531338393372,0.6374988119205203,254,37
Trugon_terrestris,5.1,0.02899196452557683,0.29855266804387864,400,30.1
Turacoena_manadensis,5,0.023247114629362593,1.23783562607491,208.6,29.2
Turacoena_modesta,4.8,0.011757414836934061,1.6371026938618018,340,32.8
Turtur_abyssinicus,2.2,-0.13760868246463667,-3.613690111278032,62.7,30.9
Turtur_afer,2.1,-0.14335353236085094,-3.625179811070461,65.6,28.2
Turtur_brehmeri,2.7,-0.10888443298356539,-2.4072716330730377,116,25.2
Turtur_chalcospilos,2.6,-0.11462928287977965,-3.3207027665711055,60.6,28.4
Turtur_tympanistria,2.9,-0.09739473319113688,-3.1828263690619627,70.6,25.2
Uropelia_campestris,2.1,-0.14335353236085094,-5.923119769556165,35.2,19.9
Zenaida_asiatica,4.2,-0.02271168454035148,-0.4310432687753318,153,35.2
Zenaida_auriculata,3.7,-0.05143593402142278,-1.844276343244041,110.2,32.7
Zenaida_aurita,2.8,-0.10313958308735115,-1.1089355565286152,156,33.6
Zenaida_galapagoensis,3.8,-0.045691084125208545,-2.4647201320351804,111,36.6
Zenaida_graysoni,4.3,-0.01696683464413724,-1.2238325544529003,192,26.4
Zenaida_macroura,2.7,-0.10888443298356539,-1.3731986517544708,118.9,36.6
Zenaida_meloda,3.9,-0.03994623422899428,-0.5918990658693317,209.2,33.3
