mntd_standard,mntd_normal,mntd_actual,mass_fdiv_standard,mass_fdiv_normal,mass_fdiv_actual,beak_width_fdiv_standard,beak_width_fdiv_normal,beak_width_fdiv_actual,hwi_fdiv_standard,hwi_fdiv_normal,hwi_fdiv_actual,city_id,urban_pool_size
-0.08438945254709501,0.4659133138381907,47.04784790048048,1.3753126098188835,0.9361477254658885,0.93274745246852,-0.8092505955637556,0.3524538369117579,0.5703226319072916,1.006632128456807,0.9184211402340945,0.9278417242286234,10,4
-1.0761978624713666,0.0036782646866787326,28.839665926919245,-0.09860278177769516,0.4820179320029531,0.6753132276592216,0.36797475291183274,0.5961728849087139,0.6260098508245808,-0.1659391144418771,0.4891932928586859,0.4380119617771232,14,6
1.6377798942960478,0.996054607545199,52.2050354735333,0.7604820069364714,0.9182750189010591,0.9502772995100128,0.43528593911036906,0.6996757861040177,0.6606757925460516,-1.6363086673919967,0.0030188428503361135,0.9081184366454246,19,4
-0.9077396424913681,7.1618446141684e-4,28.788711036796045,-0.5330037806095073,0.3887914047534044,0.6024865197778705,0.0917745360509199,0.5386980591908179,0.577423065266811,-0.08957251610870333,0.47329830725490035,0.4435131397997822,21,6
0.1840877147656923,0.5922945937217381,49.53916950266744,0.870683139379644,0.8012419591638131,0.9024739155758915,-0.6918169477960777,0.329377498687925,0.5586866509581004,0.8790749432334147,0.8797835993312573,0.9178213901422989,29,4
1.3238788657326381,0.9922388334720151,51.115823160168404,0.303059578229295,0.5951469161494043,0.9313592109677532,-0.2319713053278352,0.41626480090094325,0.5523798314389577,-1.3262750058373316,0.0028506282293225826,0.91195682887406615,46,4
1.521700458352762,0.994133155305158,55.87965563310474,0.6003136665979262,0.7801572302860162,0.9550513379461195,0.11652787244699109,0.5576749994577996,0.6208856493398199,-1.5191795527159535,0.0037966834039514677,0.893971357309536,49,4
-0.9395624125118571,0.06846598235867511,31.07310611344834,-0.3886995119556637,0.4636855845532416,0.6748377074974893,0.5928838734151143,0.7046066640216447,0.7298329272616644,-0.3567417745413312,0.4663744948947246,0.5487921770571788,57,5
-0.648996168238414,0.20594979865802618,26.58315247174507,-1.1812150794025182,0.38892489800048274,0.5692960804847956,-0.6681029768304215,0.32306325606832204,0.6743825661823306,-0.9507076315310521,0.18341103179076063,0.4058203997711906,65,6
0.6848918869240898,0.650613647728148,24.422717846828835,-1.024252302959426,0.31398115494215106,0.6403209997030558,-0.4399236671507365,0.4198024162278033,0.6810722646044145,-0.6152788285003569,0.39425711862731877,0.6395982446735958,73,8
1.2344383534698133,0.9266332577811441,28.193320642955673,-0.31776150129008174,0.4798909397429391,0.6652553501015815,-0.9840479188891261,0.30269144460403835,0.3918077200688306,0.2676654759675664,0.5497705843039273,0.5582119501420337,74,7
-0.5395167950981862,0.22487925274016998,27.148879918505394,-1.5256213166831738,0.12126291628682759,0.5869905838682835,1.0658851269245324,0.6594426470257023,0.7295225627937971,-1.002172992739628,0.20365988439440183,0.39766965680213895,79,6
1.758380732555195,0.9883196263936053,48.22034762269393,-1.4215655010117652,0.12148612208680415,0.5512736654098612,-0.8306806897988726,0.3263976753770705,0.4707289580836974,-0.711239521919805,0.33669435608106096,0.4072842692845615,84,6
-0.6650344451252628,0.12041996428421559,24.995857010142654,0.02569326735053295,0.5079826109063016,0.6902949434632294,-0.12094737773031686,0.4836569985353046,0.5888735298336905,-0.2537382680734828,0.5369481387482344,0.5965316882875604,88,7
