city_id,NMDS1,NMDS2
1,-0.2517304126986089,-0.5002800990882856
10,0.4269988036788019,-0.3003020743632828
14,0.48489037717392375,-0.38803698231414846
19,0.31619520503540416,-0.13854956063856994
21,0.48489037717392375,-0.38803698231414846
29,0.4269988036788019,-0.3003020743632828
46,0.3161952050354042,-0.1385495606385699
49,0.31619520503540416,-0.13854956063856994
57,0.48489037717392375,-0.38803698231414846
65,0.4979620832120028,-0.5817994692843239
73,0.6736673067964427,-0.5349988433177927
74,0.5396815649752585,-0.5105462802949767
79,0.5396815649752585,-0.5105462802949767
84,0.4833545836763623,-0.3624973646286618
88,0.7084594414879253,-0.4612794595245303
93,0.6355121240442001,-0.4209914596830117
101,0.31619520503540416,-0.13854956063856988
111,0.285805925225372,-0.39083133631586414
112,0.5396815649752585,-0.5105462802949767
116,0.6355121240442001,-0.4209914596830117
122,0.8941142122855611,-0.5890549358341847
139,0.31619520503540416,-0.13854956063856988
140,0.5396815649752585,-0.5105462802949767
143,0.38633777026578625,-0.4096007523666459
144,0.44317981461460876,-0.4534162391476675
154,0.5396815649752585,-0.5105462802949767
155,0.38633777026578625,-0.4096007523666459
178,0.38633777026578625,-0.40960075236664584
179,0.5396815649752585,-0.5105462802949767
187,0.31619520503540416,-0.13854956063856994
193,0.22353260500948227,-0.09889250973716045
196,0.31619520503540416,-0.13854956063856988
200,0.5396815649752585,-0.5105462802949767
202,0.7084594414879253,-0.4612794595245303
219,1.0421963472758564,-0.7081884226860302
225,0.9683369998257457,-0.6213051559002541
234,0.6396712625089497,-0.4658559208014516
249,0.8441608080625772,-0.6053871366694261
250,0.44317981461460876,-0.4534162391476675
255,1.130198213921122,-0.7254506596239003
273,0.22353260500948233,-0.0988925097371604
274,0.44317981461460876,-0.4534162391476675
289,1.62781353437998,-0.7497606496391758
316,0.3860678410984476,-0.35098442975347527
322,1.5468475787858484,-0.6369383278556006
324,0.2354241080154735,-0.2176037805946872
347,2.0204538502212155,-0.7934313209248428
351,0.2235326050094823,-0.09889250973716042
352,0.8711372878686958,-0.5406260075012058
361,1.5930534897307662,-0.8061161449138082
364,0.22353260500948233,-0.09889250973716046
369,1.436389402597718,-0.6394514868276031
394,2.0092469853865635,-0.9933595133891299
396,1.0036403219221024,-0.8161460232673549
