city_id,city_name,jetz_species_name,total_city_checklists,total_city_effort,seasonal,presence,origin,total_presence_checklists,total_presence_effort,percentage_checklists,percentage_effort
1170,Belém,Patagioenas_plumbea,213,7750,Resident,Extant,Native,1,15,0.4694835680751174,0.1935483870967742
1170,Belém,Patagioenas_speciosa,213,7750,Resident,Extant,Native,0,0,0,0
1170,Belém,Patagioenas_subvinacea,213,7750,Resident,Extant,Native,0,0,0,0
1170,Belém,Uropelia_campestris,213,7750,NA,NA,NA,1,120,0.4694835680751174,1.5483870967741935
1170,Belém,Zenaida_auriculata,213,7750,Resident,Extant,Native,1,30,0.4694835680751174,0.3870967741935484
1182,Goiânia,Claravis_pretiosa,1031,54813,Resident,Extant,Native,1,60,0.09699321047526673,0.1094630835750643
1182,Goiânia,Columba_livia,1031,54813,Resident,Extant,Introduced,751,42213,72.84190106692532,77.0127524492365
1182,Goiânia,Columbina_minuta,1031,54813,Resident,Extant,Native,0,0,0,0
1182,Goiânia,Columbina_squammata,1031,54813,Resident,Extant,Native,365,27303,35.402521823472355,49.811176180833016
1182,Goiânia,Columbina_talpacoti,1031,54813,Resident,Extant,Native,751,44289,72.84190106692532,80.80017514093372
1182,Goiânia,Geotrygon_montana,1031,54813,Resident,Extant,Native,0,0,0,0
1182,Goiânia,Leptotila_rufaxilla,1031,54813,Resident,Extant,Native,0,0,0,0
1182,Goiânia,Leptotila_verreauxi,1031,54813,Resident,Extant,Native,315,28598,30.552861299709022,52.173754401328154
1182,Goiânia,Patagioenas_cayennensis,1031,54813,Resident,Extant,Native,291,21721,28.22502424830262,39.62746063889953
1182,Goiânia,Patagioenas_picazuro,1031,54813,Resident,Extant,Native,869,49108,84.28709990300679,89.59188513673763
1182,Goiânia,Patagioenas_plumbea,1031,54813,Resident,Extant,Native,0,0,0,0
1182,Goiânia,Uropelia_campestris,1031,54813,Resident,Extant,Native,0,0,0,0
1182,Goiânia,Zenaida_auriculata,1031,54813,Resident,Extant,Native,530,31552,51.40640155189137,57.56298688267382
1215,Ceilândia,Claravis_pretiosa,47,1464,Resident,Extant,Native,0,0,0,0
1215,Ceilândia,Columba_livia,47,1464,Resident,Extant,Introduced,16,304,34.04255319148936,20.76502732240437
1215,Ceilândia,Columbina_minuta,47,1464,Resident,Extant,Native,0,0,0,0
1215,Ceilândia,Columbina_passerina,47,1464,NA,NA,NA,1,11,2.127659574468085,0.7513661202185792
1215,Ceilândia,Columbina_squammata,47,1464,Resident,Extant,Native,5,236,10.638297872340425,16.120218579234972
1215,Ceilândia,Columbina_talpacoti,47,1464,Resident,Extant,Native,15,649,31.914893617021278,44.330601092896174
1215,Ceilândia,Geotrygon_montana,47,1464,Resident,Extant,Native,0,0,0,0
1215,Ceilândia,Leptotila_rufaxilla,47,1464,Resident,Extant,Native,0,0,0,0
1215,Ceilândia,Leptotila_verreauxi,47,1464,Resident,Extant,Native,1,45,2.127659574468085,3.0737704918032787
1215,Ceilândia,Patagioenas_cayennensis,47,1464,Resident,Extant,Native,0,0,0,0
1215,Ceilândia,Patagioenas_picazuro,47,1464,Resident,Extant,Native,12,563,25.53191489361702,38.45628415300546
1215,Ceilândia,Patagioenas_plumbea,47,1464,Resident,Extant,Native,0,0,0,0
1215,Ceilândia,Uropelia_campestris,47,1464,Resident,Extant,Native,0,0,0,0
1215,Ceilândia,Zenaida_auriculata,47,1464,Resident,Extant,Native,0,0,0,0
1219,Novo Hamburgo,Columba_livia,188,11702,Resident,Extant,Introduced,91,7666,48.40425531914894,65.51016920184584
1219,Novo Hamburgo,Columbina_picui,188,11702,Resident,Extant,Native,20,686,10.638297872340425,5.862245769953854
1219,Novo Hamburgo,Columbina_talpacoti,188,11702,Resident,Extant,Native,26,1259,13.829787234042554,10.758844641941549
1219,Novo Hamburgo,Leptotila_rufaxilla,188,11702,Resident,Extant,Native,4,185,2.127659574468085,1.5809263373782259
1219,Novo Hamburgo,Leptotila_verreauxi,188,11702,Resident,Extant,Native,3,158,1.5957446808510638,1.350196547598701
1219,Novo Hamburgo,Patagioenas_cayennensis,188,11702,Resident,Extant,Native,0,0,0,0
1219,Novo Hamburgo,Patagioenas_picazuro,188,11702,Resident,Extant,Native,3,94,1.5957446808510638,0.803281490343531
1219,Novo Hamburgo,Patagioenas_plumbea,188,11702,Resident,Extant,Native,0,0,0,0
1219,Novo Hamburgo,Zenaida_auriculata,188,11702,Resident,Extant,Native,142,9931,75.53191489361703,84.86583490001709
1223,Porto Alegre,Columba_livia,3389,118421,Resident,Extant,Introduced,1628,65781,48.0377692534671,55.54842468818875
1223,Porto Alegre,Columbina_picui,3389,118421,Resident,Extant,Native,15,684,0.4426084390675716,0.5776002567112252
1223,Porto Alegre,Columbina_talpacoti,3389,118421,Resident,Extant,Native,653,35655,19.26822071407495,30.108680048302244
1223,Porto Alegre,Leptotila_rufaxilla,3389,118421,Resident,Extant,Native,0,0,0,0
1223,Porto Alegre,Leptotila_verreauxi,3389,118421,Resident,Extant,Native,95,2982,2.8031867807612865,2.518134452504201
1223,Porto Alegre,Patagioenas_cayennensis,3389,118421,Resident,Extant,Native,1,12,0.029507229271171435,0.010133337837039038
1223,Porto Alegre,Patagioenas_picazuro,3389,118421,Resident,Extant,Native,245,8914,7.229271171437002,7.527381123280499
1223,Porto Alegre,Patagioenas_plumbea,3389,118421,Resident,Extant,Native,0,0,0,0
1223,Porto Alegre,Zenaida_auriculata,3389,118421,Resident,Extant,Native,2448,97563,72.23369725582768,82.38656994958664
1233,Uberlândia,Claravis_pretiosa,49,1038,Resident,Extant,Native,0,0,0,0
1233,Uberlândia,Columba_livia,49,1038,Resident,Extant,Introduced,11,272,22.448979591836736,26.204238921001927
1233,Uberlândia,Columbina_minuta,49,1038,Resident,Extant,Native,0,0,0,0
1233,Uberlândia,Columbina_picui,49,1038,NA,NA,NA,2,108,4.081632653061225,10.404624277456648
1233,Uberlândia,Columbina_squammata,49,1038,Resident,Extant,Native,1,120,2.0408163265306123,11.560693641618498
1233,Uberlândia,Columbina_talpacoti,49,1038,Resident,Extant,Native,7,368,14.285714285714286,35.45279383429673
1233,Uberlândia,Geotrygon_montana,49,1038,Resident,Extant,Native,0,0,0,0
1233,Uberlândia,Leptotila_rufaxilla,49,1038,Resident,Extant,Native,0,0,0,0
1233,Uberlândia,Leptotila_verreauxi,49,1038,Resident,Extant,Native,1,120,2.0408163265306123,11.560693641618498
1233,Uberlândia,Patagioenas_cayennensis,49,1038,Resident,Extant,Native,0,0,0,0
1233,Uberlândia,Patagioenas_picazuro,49,1038,Resident,Extant,Native,16,450,32.6530612244898,43.35260115606936
1233,Uberlândia,Zenaida_auriculata,49,1038,Resident,Extant,Native,30,577,61.224489795918366,55.58766859344894
1247,Curitiba,Claravis_godefrida,1267,27723,Resident,Extant,Native,0,0,0,0
1247,Curitiba,Columba_livia,1267,27723,Resident,Extant,Introduced,294,6140,23.204419889502763,22.147675215525016
1247,Curitiba,Columbina_squammata,1267,27723,Resident,Extant,Native,0,0,0,0
1247,Curitiba,Columbina_talpacoti,1267,27723,Resident,Extant,Native,640,13066,50.51302288871349,47.13054142769541
1247,Curitiba,Geotrygon_montana,1267,27723,Resident,Extant,Native,0,0,0,0
1247,Curitiba,Geotrygon_violacea,1267,27723,Resident,Extant,Native,0,0,0,0
1247,Curitiba,Leptotila_rufaxilla,1267,27723,Resident,Extant,Native,1,45,0.07892659826361484,0.1623200952277892
1247,Curitiba,Leptotila_verreauxi,1267,27723,Resident,Extant,Native,20,2081,1.5785319652722967,7.5064026259784296
1247,Curitiba,Patagioenas_cayennensis,1267,27723,Resident,Extant,Native,0,0,0,0
1247,Curitiba,Patagioenas_picazuro,1267,27723,Resident,Extant,Native,117,6709,9.234411996842937,24.200122641849728
1247,Curitiba,Patagioenas_plumbea,1267,27723,Resident,Extant,Native,0,0,0,0
1247,Curitiba,Patagioenas_speciosa,1267,27723,Resident,Extant,Native,0,0,0,0
1247,Curitiba,Zenaida_auriculata,1267,27723,Resident,Extant,Native,860,18011,67.87687450670876,64.96771633661581
1262,Ribeirao Preto,Claravis_pretiosa,347,17897,Resident,Extant,Native,0,0,0,0
1262,Ribeirao Preto,Columba_livia,347,17897,Resident,Extant,Introduced,227,12925,65.4178674351585,72.21880762138906
1262,Ribeirao Preto,Columbina_minuta,347,17897,Resident,Extant,Native,1,23,0.2881844380403458,0.12851315862993798
1262,Ribeirao Preto,Columbina_squammata,347,17897,Resident,Extant,Native,4,118,1.1527377521613833,0.6593283790579427
1262,Ribeirao Preto,Columbina_talpacoti,347,17897,Resident,Extant,Native,102,6886,29.394812680115272,38.47572218807621
1262,Ribeirao Preto,Geotrygon_montana,347,17897,Resident,Extant,Native,0,0,0,0
1262,Ribeirao Preto,Geotrygon_violacea,347,17897,Resident,Extant,Native,0,0,0,0
1262,Ribeirao Preto,Leptotila_rufaxilla,347,17897,Resident,Extant,Native,0,0,0,0
1262,Ribeirao Preto,Leptotila_verreauxi,347,17897,Resident,Extant,Native,0,0,0,0
1262,Ribeirao Preto,Patagioenas_cayennensis,347,17897,Resident,Extant,Native,1,74,0.2881844380403458,0.4134771190702352
1262,Ribeirao Preto,Patagioenas_picazuro,347,17897,Resident,Extant,Native,281,15189,80.97982708933718,84.86897245348382
1262,Ribeirao Preto,Patagioenas_speciosa,347,17897,Resident,Extant,Native,0,0,0,0
1262,Ribeirao Preto,Zenaida_auriculata,347,17897,Resident,Extant,Native,309,16421,89.04899135446686,91.75280773313963
1286,Florianópolis,Columba_livia,265,8202,Resident,Extant,Introduced,74,2061,27.92452830188679,25.12801755669349
1286,Florianópolis,Columbina_talpacoti,265,8202,Resident,Extant,Native,159,5586,60,68.10534016093635
1286,Florianópolis,Geotrygon_montana,265,8202,Resident,Extant,Native,0,0,0,0
1286,Florianópolis,Leptotila_rufaxilla,265,8202,Resident,Extant,Native,2,301,0.7547169811320755,3.6698366252133625
1286,Florianópolis,Leptotila_verreauxi,265,8202,Resident,Extant,Native,20,879,7.547169811320755,10.71689831748354
1286,Florianópolis,Patagioenas_cayennensis,265,8202,Resident,Extant,Native,8,533,3.018867924528302,6.498415020726652
1286,Florianópolis,Patagioenas_picazuro,265,8202,Resident,Extant,Native,23,1115,8.679245283018869,13.594245306022922
1286,Florianópolis,Patagioenas_plumbea,265,8202,Resident,Extant,Native,0,0,0,0
1286,Florianópolis,Zenaida_auriculata,265,8202,Resident,Extant,Native,1,60,0.37735849056603776,0.731528895391368
1291,Sorocaba,Claravis_godefrida,164,11144,Resident,Possibly Extinct,Native,0,0,0,0
1291,Sorocaba,Claravis_pretiosa,164,11144,Resident,Extant,Native,0,0,0,0
1291,Sorocaba,Columba_livia,164,11144,Resident,Extant,Introduced,102,8654,62.19512195121951,77.65613783201722
1291,Sorocaba,Columbina_minuta,164,11144,Resident,Extant,Native,0,0,0,0
1291,Sorocaba,Columbina_picui,164,11144,NA,NA,NA,1,17,0.6097560975609756,0.15254845656855706
1291,Sorocaba,Columbina_squammata,164,11144,Resident,Extant,Native,0,0,0,0
1291,Sorocaba,Columbina_talpacoti,164,11144,Resident,Extant,Native,54,3772,32.926829268292686,33.84781048097631
1291,Sorocaba,Geotrygon_montana,164,11144,Resident,Extant,Native,0,0,0,0
1291,Sorocaba,Geotrygon_violacea,164,11144,Resident,Extant,Native,0,0,0,0
1291,Sorocaba,Leptotila_rufaxilla,164,11144,Resident,Extant,Native,0,0,0,0
1291,Sorocaba,Leptotila_verreauxi,164,11144,Resident,Extant,Native,7,400,4.2682926829268295,3.589375448671931
1291,Sorocaba,Patagioenas_cayennensis,164,11144,Resident,Extant,Native,3,230,1.829268292682927,2.0638908829863603
1291,Sorocaba,Patagioenas_picazuro,164,11144,Resident,Extant,Native,55,4359,33.53658536585366,39.11521895190237
1291,Sorocaba,Patagioenas_plumbea,164,11144,Resident,Extant,Native,0,0,0,0
1291,Sorocaba,Patagioenas_speciosa,164,11144,Resident,Extant,Native,0,0,0,0
1291,Sorocaba,Zenaida_auriculata,164,11144,Resident,Extant,Native,102,8696,62.19512195121951,78.03302225412779
1296,Campinas,Claravis_godefrida,1350,57948,Resident,Possibly Extinct,Native,0,0,0,0
1296,Campinas,Claravis_pretiosa,1350,57948,Resident,Extant,Native,0,0,0,0
1296,Campinas,Columba_livia,1350,57948,Resident,Extant,Introduced,458,43340,33.925925925925924,74.79119210326499
1296,Campinas,Columbina_minuta,1350,57948,Resident,Extant,Native,1,91,0.07407407407407407,0.15703734382549872
1296,Campinas,Columbina_squammata,1350,57948,Resident,Extant,Native,0,0,0,0
1296,Campinas,Columbina_talpacoti,1350,57948,Resident,Extant,Native,698,42888,51.7037037037037,74.01118243942845
1296,Campinas,Geotrygon_montana,1350,57948,Resident,Extant,Native,0,0,0,0
1296,Campinas,Geotrygon_violacea,1350,57948,Resident,Extant,Native,0,0,0,0
1296,Campinas,Leptotila_rufaxilla,1350,57948,Resident,Extant,Native,0,0,0,0
1296,Campinas,Leptotila_verreauxi,1350,57948,Resident,Extant,Native,3,44,0.2222222222222222,0.07593014426727411
1296,Campinas,Patagioenas_cayennensis,1350,57948,Resident,Extant,Native,0,0,0,0
1296,Campinas,Patagioenas_picazuro,1350,57948,Resident,Extant,Native,600,32816,44.44444444444444,56.63008214261062
1296,Campinas,Patagioenas_plumbea,1350,57948,Resident,Extant,Native,0,0,0,0
1296,Campinas,Patagioenas_speciosa,1350,57948,Resident,Extant,Native,0,0,0,0
1296,Campinas,Zenaida_auriculata,1350,57948,Resident,Extant,Native,979,49382,72.51851851851852,85.21778145923932
1308,São Paulo,Claravis_godefrida,30369,879475,Resident,Extant,Native,0,0,0,0
1308,São Paulo,Claravis_pretiosa,30369,879475,Resident,Extant,Native,0,0,0,0
1308,São Paulo,Columba_livia,30369,879475,Resident,Extant,Introduced,11969,464639,39.411900293062004,52.8314050996333
1308,São Paulo,Columbina_minuta,30369,879475,Resident,Extant,Native,5,303,0.016464157529059237,0.03445237215384178
1308,São Paulo,Columbina_picui,30369,879475,NA,NA,NA,1,8,0.0032928315058118477,9.09633588220245e-4
1308,São Paulo,Columbina_squammata,30369,879475,Resident,Extant,Native,4,419,0.01317132602324739,0.04764205918303533
1308,São Paulo,Columbina_talpacoti,30369,879475,Resident,Extant,Native,12734,469978,41.93091639500807,53.43847181557179
1308,São Paulo,Geotrygon_montana,30369,879475,Resident,Extant,Native,6,554,0.019756989034871084,0.06299212598425197
1308,São Paulo,Geotrygon_violacea,30369,879475,Resident,Extant,Native,0,0,0,0
1308,São Paulo,Leptotila_rufaxilla,30369,879475,Resident,Extant,Native,48,2513,0.15805591227896867,0.2857386508996845
1308,São Paulo,Leptotila_verreauxi,30369,879475,Resident,Extant,Native,218,11306,0.7178372682669828,1.2855396685522613
1308,São Paulo,Patagioenas_cayennensis,30369,879475,Resident,Extant,Native,79,3043,0.26013368895913597,0.3460018761192757
1308,São Paulo,Patagioenas_picazuro,30369,879475,Resident,Extant,Native,9699,350947,31.93717277486911,39.90414736064129
1308,São Paulo,Patagioenas_plumbea,30369,879475,Resident,Extant,Native,5,378,0.016464157529059237,0.04298018704340658
1308,São Paulo,Patagioenas_speciosa,30369,879475,Resident,Extant,Native,0,0,0,0
1308,São Paulo,Zenaida_auriculata,30369,879475,Resident,Extant,Native,9441,285150,31.087622246369655,32.42275221012536
1317,São Luís,Claravis_pretiosa,127,5108,Resident,Extant,Native,0,0,0,0
1317,São Luís,Columba_livia,127,5108,Resident,Extant,Introduced,34,1584,26.771653543307085,31.01018010963195
1317,São Luís,Columbina_minuta,127,5108,Resident,Extant,Native,0,0,0,0
1317,São Luís,Columbina_passerina,127,5108,Resident,Extant,Native,38,1967,29.921259842519685,38.50822239624119
1317,São Luís,Columbina_squammata,127,5108,NA,NA,NA,13,819,10.236220472440944,16.033672670321064
1317,São Luís,Columbina_talpacoti,127,5108,Resident,Extant,Native,4,214,3.1496062992125986,4.189506656225529
1317,São Luís,Geotrygon_montana,127,5108,Resident,Extant,Native,0,0,0,0
1317,São Luís,Leptotila_rufaxilla,127,5108,Resident,Extant,Native,0,0,0,0
1317,São Luís,Leptotila_verreauxi,127,5108,Resident,Extant,Native,0,0,0,0
1317,São Luís,Patagioenas_cayennensis,127,5108,Resident,Extant,Native,0,0,0,0
1317,São Luís,Patagioenas_speciosa,127,5108,Resident,Extant,Native,0,0,0,0
1317,São Luís,Zenaida_auriculata,127,5108,Resident,Extant,Native,0,0,0,0
1325,Santos,Claravis_godefrida,949,62128,Resident,Extant,Native,0,0,0,0
1325,Santos,Claravis_pretiosa,949,62128,Resident,Extant,Native,0,0,0,0
1325,Santos,Columba_livia,949,62128,Resident,Extant,Introduced,439,34583,46.25922023182297,55.66411279938192
1325,Santos,Columbina_minuta,949,62128,Resident,Extant,Native,1,15,0.1053740779768177,0.02414370332217358
1325,Santos,Columbina_talpacoti,949,62128,Resident,Extant,Native,401,32704,42.2550052687039,52.63971156322431
1325,Santos,Geotrygon_montana,949,62128,Resident,Extant,Native,0,0,0,0
1325,Santos,Geotrygon_violacea,949,62128,Resident,Extant,Native,0,0,0,0
1325,Santos,Leptotila_rufaxilla,949,62128,Resident,Extant,Native,0,0,0,0
1325,Santos,Leptotila_verreauxi,949,62128,Resident,Extant,Native,4,66,0.4214963119072708,0.10623229461756374
1325,Santos,Patagioenas_cayennensis,949,62128,Resident,Extant,Native,1,34,0.1053740779768177,0.05472572753026011
1325,Santos,Patagioenas_picazuro,949,62128,Resident,Extant,Native,376,34852,39.620653319283456,56.097089878959565
1325,Santos,Patagioenas_plumbea,949,62128,Resident,Extant,Native,0,0,0,0
1325,Santos,Patagioenas_speciosa,949,62128,Resident,Extant,Native,0,0,0,0
1325,Santos,Zenaida_auriculata,949,62128,Resident,Extant,Native,213,23316,22.44467860906217,37.52897244398661
1329,Sao Jose dos Campos,Claravis_godefrida,2334,90709,Resident,Extant,Native,0,0,0,0
1329,Sao Jose dos Campos,Claravis_pretiosa,2334,90709,Resident,Extant,Native,0,0,0,0
1329,Sao Jose dos Campos,Columba_livia,2334,90709,Resident,Extant,Introduced,1197,54780,51.2853470437018,60.390920415835254
1329,Sao Jose dos Campos,Columbina_minuta,2334,90709,Resident,Extant,Native,0,0,0,0
1329,Sao Jose dos Campos,Columbina_talpacoti,2334,90709,Resident,Extant,Native,938,52614,40.188517566409594,58.00306474550486
1329,Sao Jose dos Campos,Geotrygon_montana,2334,90709,Resident,Extant,Native,0,0,0,0
1329,Sao Jose dos Campos,Geotrygon_violacea,2334,90709,Resident,Extant,Native,0,0,0,0
1329,Sao Jose dos Campos,Leptotila_rufaxilla,2334,90709,Resident,Extant,Native,0,0,0,0
1329,Sao Jose dos Campos,Leptotila_verreauxi,2334,90709,Resident,Extant,Native,4,305,0.1713796058269066,0.3362400643817041
1329,Sao Jose dos Campos,Patagioenas_cayennensis,2334,90709,Resident,Extant,Native,3,217,0.12853470437017994,0.23922653760927803
1329,Sao Jose dos Campos,Patagioenas_picazuro,2334,90709,Resident,Extant,Native,556,24603,23.82176520994002,27.122997717977267
1329,Sao Jose dos Campos,Patagioenas_plumbea,2334,90709,Resident,Extant,Native,0,0,0,0
1329,Sao Jose dos Campos,Patagioenas_speciosa,2334,90709,Resident,Extant,Native,0,0,0,0
1329,Sao Jose dos Campos,Zenaida_auriculata,2334,90709,Resident,Extant,Native,647,23094,27.720651242502143,25.45943621911828
1348,Teresina,Claravis_pretiosa,59,2231,Resident,Extant,Native,0,0,0,0
1348,Teresina,Columba_livia,59,2231,Resident,Extant,Introduced,12,553,20.338983050847457,24.78709099058718
1348,Teresina,Columbina_minuta,59,2231,Resident,Extant,Native,0,0,0,0
1348,Teresina,Columbina_passerina,59,2231,Resident,Extant,Native,1,35,1.694915254237288,1.568803227252353
1348,Teresina,Columbina_picui,59,2231,Resident,Extant,Native,0,0,0,0
1348,Teresina,Columbina_squammata,59,2231,Resident,Extant,Native,45,1814,76.27118644067797,81.30883012102197
1348,Teresina,Columbina_talpacoti,59,2231,Resident,Extant,Native,17,734,28.8135593220339,32.90004482294935
1348,Teresina,Geotrygon_montana,59,2231,Resident,Extant,Native,0,0,0,0
1348,Teresina,Leptotila_rufaxilla,59,2231,Resident,Extant,Native,2,309,3.389830508474576,13.850291349170776
1348,Teresina,Leptotila_verreauxi,59,2231,Resident,Extant,Native,0,0,0,0
1348,Teresina,Patagioenas_cayennensis,59,2231,Resident,Extant,Native,0,0,0,0
1348,Teresina,Patagioenas_picazuro,59,2231,Resident,Extant,Native,0,0,0,0
1348,Teresina,Zenaida_auriculata,59,2231,Resident,Extant,Native,0,0,0,0
1351,Belo Horizonte,Claravis_godefrida,664,40539,Resident,Possibly Extinct,Native,0,0,0,0
1351,Belo Horizonte,Claravis_pretiosa,664,40539,Resident,Extant,Native,0,0,0,0
1351,Belo Horizonte,Columba_livia,664,40539,Resident,Extant,Introduced,273,24616,41.1144578313253,60.72177409408224
1351,Belo Horizonte,Columbina_minuta,664,40539,Resident,Extant,Native,0,0,0,0
1351,Belo Horizonte,Columbina_picui,664,40539,NA,NA,NA,2,360,0.30120481927710846,0.8880337452823207
1351,Belo Horizonte,Columbina_squammata,664,40539,Resident,Extant,Native,1,210,0.15060240963855423,0.5180196847480204
1351,Belo Horizonte,Columbina_talpacoti,664,40539,Resident,Extant,Native,309,25474,46.536144578313255,62.83825452033844
1351,Belo Horizonte,Geotrygon_montana,664,40539,Resident,Extant,Native,0,0,0,0
1351,Belo Horizonte,Leptotila_rufaxilla,664,40539,Resident,Extant,Native,1,180,0.15060240963855423,0.44401687264116035
1351,Belo Horizonte,Leptotila_verreauxi,664,40539,Resident,Extant,Native,5,540,0.7530120481927711,1.332050617923481
1351,Belo Horizonte,Patagioenas_cayennensis,664,40539,Resident,Extant,Native,8,291,1.2048192771084338,0.7178272774365426
1351,Belo Horizonte,Patagioenas_picazuro,664,40539,Resident,Extant,Native,408,31461,61.44578313253012,77.60674905646414
1351,Belo Horizonte,Patagioenas_plumbea,664,40539,Resident,Extant,Native,2,180,0.30120481927710846,0.44401687264116035
1351,Belo Horizonte,Zenaida_auriculata,664,40539,Resident,Extant,Native,1,180,0.15060240963855423,0.44401687264116035
1367,Rio de Janeiro,Claravis_godefrida,3402,145763,Resident,Extant,Native,0,0,0,0
1367,Rio de Janeiro,Claravis_pretiosa,3402,145763,Resident,Extant,Native,0,0,0,0
1367,Rio de Janeiro,Columba_livia,3402,145763,Resident,Extant,Introduced,2145,88291,63.051146384479715,60.571612823556045
1367,Rio de Janeiro,Columbina_minuta,3402,145763,Resident,Extant,Native,2,90,0.058788947677836566,0.0617440639942921
1367,Rio de Janeiro,Columbina_talpacoti,3402,145763,Resident,Extant,Native,1307,51551,38.418577307466194,35.366313810775026
1367,Rio de Janeiro,Geotrygon_montana,3402,145763,Resident,Extant,Native,0,0,0,0
1367,Rio de Janeiro,Geotrygon_violacea,3402,145763,Resident,Extant,Native,0,0,0,0
1367,Rio de Janeiro,Leptotila_rufaxilla,3402,145763,Resident,Extant,Native,6,357,0.1763668430335097,0.244918120510692
1367,Rio de Janeiro,Leptotila_verreauxi,3402,145763,Resident,Extant,Native,101,4603,2.9688418577307467,3.1578658507302952
1367,Rio de Janeiro,Patagioenas_cayennensis,3402,145763,Resident,Extant,Native,0,0,0,0
1367,Rio de Janeiro,Patagioenas_picazuro,3402,145763,NA,NA,NA,429,23471,12.610229276895943,16.102165844555888
1367,Rio de Janeiro,Patagioenas_plumbea,3402,145763,Resident,Extant,Native,1,40,0.029394473838918283,0.02744180621968538
1367,Rio de Janeiro,Patagioenas_speciosa,3402,145763,Resident,Extant,Native,0,0,0,0
1367,Rio de Janeiro,Zenaida_auriculata,3402,145763,Resident,Extant,Native,2,120,0.058788947677836566,0.08232541865905614
1378,Sao Goncalo,Claravis_godefrida,2870,171118,Resident,Extant,Native,0,0,0,0
1378,Sao Goncalo,Claravis_pretiosa,2870,171118,Resident,Extant,Native,0,0,0,0
1378,Sao Goncalo,Columba_livia,2870,171118,Resident,Extant,Introduced,1711,131289,59.616724738675956,76.7242487640108
1378,Sao Goncalo,Columbina_minuta,2870,171118,Resident,Extant,Native,0,0,0,0
1378,Sao Goncalo,Columbina_squammata,2870,171118,NA,NA,NA,1,37,0.03484320557491289,0.021622506106896994
1378,Sao Goncalo,Columbina_talpacoti,2870,171118,Resident,Extant,Native,532,30170,18.536585365853657,17.631108357975197
1378,Sao Goncalo,Geotrygon_montana,2870,171118,Resident,Extant,Native,0,0,0,0
1378,Sao Goncalo,Geotrygon_violacea,2870,171118,Resident,Extant,Native,0,0,0,0
1378,Sao Goncalo,Leptotila_rufaxilla,2870,171118,Resident,Extant,Native,0,0,0,0
1378,Sao Goncalo,Leptotila_verreauxi,2870,171118,Resident,Extant,Native,86,2832,2.9965156794425085,1.6549983052630348
1378,Sao Goncalo,Patagioenas_cayennensis,2870,171118,Resident,Extant,Native,1,230,0.03484320557491289,0.13441017309692727
1378,Sao Goncalo,Patagioenas_picazuro,2870,171118,NA,NA,NA,247,7408,8.606271777003485,4.329176357834944
1378,Sao Goncalo,Patagioenas_plumbea,2870,171118,Resident,Extant,Native,0,0,0,0
1378,Sao Goncalo,Patagioenas_speciosa,2870,171118,Resident,Extant,Native,1,230,0.03484320557491289,0.13441017309692727
1378,Sao Goncalo,Zenaida_auriculata,2870,171118,Resident,Extant,Native,0,0,0,0
1406,Vila Velha,Claravis_godefrida,154,7410,Resident,Extant,Native,0,0,0,0
1406,Vila Velha,Claravis_pretiosa,154,7410,Resident,Extant,Native,0,0,0,0
1406,Vila Velha,Columba_livia,154,7410,Resident,Extant,Introduced,71,4082,46.103896103896105,55.08771929824562
1406,Vila Velha,Columbina_minuta,154,7410,Resident,Extant,Native,0,0,0,0
1406,Vila Velha,Columbina_picui,154,7410,NA,NA,NA,3,203,1.948051948051948,2.739541160593792
1406,Vila Velha,Columbina_talpacoti,154,7410,Resident,Extant,Native,81,4876,52.5974025974026,65.8029689608637
1406,Vila Velha,Geotrygon_montana,154,7410,Resident,Extant,Native,0,0,0,0
1406,Vila Velha,Geotrygon_violacea,154,7410,Resident,Extant,Native,0,0,0,0
1406,Vila Velha,Leptotila_rufaxilla,154,7410,Resident,Extant,Native,0,0,0,0
1406,Vila Velha,Leptotila_verreauxi,154,7410,Resident,Extant,Native,1,60,0.6493506493506493,0.8097165991902834
1406,Vila Velha,Patagioenas_cayennensis,154,7410,Resident,Extant,Native,0,0,0,0
1406,Vila Velha,Patagioenas_picazuro,154,7410,NA,NA,NA,35,2630,22.727272727272727,35.49257759784076
1406,Vila Velha,Patagioenas_plumbea,154,7410,Resident,Extant,Native,0,0,0,0
1406,Vila Velha,Patagioenas_speciosa,154,7410,Resident,Extant,Native,0,0,0,0
1406,Vila Velha,Zenaida_auriculata,154,7410,Resident,Extant,Native,5,94,3.2467532467532467,1.2685560053981106
1412,Fortaleza,Claravis_pretiosa,468,14083,Resident,Extant,Native,0,0,0,0
1412,Fortaleza,Columba_livia,468,14083,Resident,Extant,Introduced,261,7043,55.76923076923077,50.01065113967194
1412,Fortaleza,Columbina_minuta,468,14083,Resident,Extant,Native,1,20,0.21367521367521367,0.14201519562593198
1412,Fortaleza,Columbina_passerina,468,14083,Resident,Extant,Native,0,0,0,0
1412,Fortaleza,Columbina_picui,468,14083,Resident,Extant,Native,8,479,1.7094017094017093,3.401263935241071
1412,Fortaleza,Columbina_squammata,468,14083,Resident,Extant,Native,135,5286,28.846153846153847,37.53461620393382
1412,Fortaleza,Columbina_talpacoti,468,14083,Resident,Extant,Native,246,6909,52.56410256410256,49.0591493289782
1412,Fortaleza,Geotrygon_montana,468,14083,Resident,Extant,Native,0,0,0,0
1412,Fortaleza,Leptotila_rufaxilla,468,14083,Resident,Extant,Native,0,0,0,0
