city_id,city_name,ebird_species_name,total_city_checklists,total_city_locations,total_city_effort,seasonal,presence,origin,total_presence_checklists,total_presence_effort,total_presence_locations,percentage_checklists,percentage_effort,percentage_locations
7235,Indore,Spilopelia chinensis,2209,296,54236,Resident,Extant,Native,77,2501,28,3.485740153915799,4.61132826904639,9.45945945945946
7235,Indore,Spilopelia senegalensis,2209,296,54236,Resident,Extant,Native,1443,34201,159,65.32367587143504,63.05959141529611,53.71621621621622
7235,Indore,Streptopelia decaocto,2209,296,54236,Resident,Extant,Native,9,427,8,0.4074241738343142,0.7872999483737739,2.7027027027027026
7235,Indore,Streptopelia orientalis,2209,296,54236,Resident,Extant,Native,0,0,0,0,0,0
7235,Indore,Streptopelia tranquebarica,2209,296,54236,Resident,Extant,Native,2,54,2,0.09053870529651425,0.09956486466553581,0.6756756756756757
7235,Indore,Treron phoenicopterus,2209,296,54236,Resident,Extant,Native,4,81,3,0.1810774105930285,0.1493472969983037,1.0135135135135136
7241,Ahmadnagar,Columba eversmanni,993,104,38951,Non-breeding Season,Extant,Native,0,0,0,0,0,0
7241,Ahmadnagar,Columba livia,993,104,38951,Resident,Extant,Native,839,32275,78,84.49144008056395,82.86051705989577,75
7241,Ahmadnagar,Spilopelia chinensis,993,104,38951,Resident,Extant,Native,5,199,3,0.5035246727089627,0.5108983081307283,2.8846153846153846
7241,Ahmadnagar,Spilopelia senegalensis,993,104,38951,Resident,Extant,Native,845,32511,82,85.0956696878147,83.46640651074426,78.84615384615384
7241,Ahmadnagar,Streptopelia decaocto,993,104,38951,Resident,Extant,Native,416,16028,14,41.8932527693857,41.149136094066904,13.461538461538462
7241,Ahmadnagar,Streptopelia orientalis,993,104,38951,Non-breeding Season,Extant,Native,0,0,0,0,0,0
7241,Ahmadnagar,Streptopelia tranquebarica,993,104,38951,Resident,Extant,Native,0,0,0,0,0,0
7241,Ahmadnagar,Treron phoenicopterus,993,104,38951,Resident,Extant,Native,2,281,2,0.2014098690835851,0.7214192190187672,1.9230769230769231
7262,Kolhapur,Columba elphinstonii,579,104,15202,Resident,Extant,Native,0,0,0,0,0,0
7262,Kolhapur,Columba livia,579,104,15202,Resident,Extant,Native,221,6403,48,38.1692573402418,42.1194579660571,46.15384615384615
7262,Kolhapur,Spilopelia chinensis,579,104,15202,Resident,Extant,Native,6,151,5,1.0362694300518134,0.9932903565320352,4.8076923076923075
7262,Kolhapur,Spilopelia senegalensis,579,104,15202,Resident,Extant,Native,35,1588,13,6.0449050086355784,10.445993948164714,12.5
7262,Kolhapur,Streptopelia decaocto,579,104,15202,Resident,Extant,Native,1,185,1,0.17271157167530224,1.2169451387975267,0.9615384615384616
7262,Kolhapur,Streptopelia orientalis,579,104,15202,Resident,Extant,Native,0,0,0,0,0,0
7262,Kolhapur,Streptopelia tranquebarica,579,104,15202,Resident,Extant,Native,0,0,0,0,0,0
7262,Kolhapur,Treron affinis,579,104,15202,Resident,Extant,Native,0,0,0,0,0,0
7262,Kolhapur,Treron phoenicopterus,579,104,15202,Resident,Extant,Native,2,210,2,0.3454231433506045,1.3813971845809763,1.9230769230769231
7271,Aligarh,Columba livia,83,27,2243,Resident,Extant,Native,36,1047,15,43.373493975903614,46.678555506018725,55.55555555555556
7271,Aligarh,Spilopelia chinensis,83,27,2243,Resident,Extant,Native,3,126,3,3.6144578313253013,5.617476593847526,11.11111111111111
7271,Aligarh,Spilopelia senegalensis,83,27,2243,Resident,Extant,Native,41,973,16,49.397590361445786,43.37940258582256,59.25925925925926
7271,Aligarh,Streptopelia decaocto,83,27,2243,Resident,Extant,Native,38,1004,15,45.78313253012048,44.76148016049933,55.55555555555556
7271,Aligarh,Streptopelia orientalis,83,27,2243,Passage,Extant,Native,1,5,1,1.2048192771084338,0.22291573785109228,3.7037037037037037
7271,Aligarh,Streptopelia tranquebarica,83,27,2243,Resident,Extant,Native,2,34,2,2.4096385542168677,1.5158270173874275,7.407407407407407
7271,Aligarh,Treron phoenicopterus,83,27,2243,Resident,Extant,Native,18,504,12,21.686746987951807,22.469906375390103,44.44444444444444
7292,Jalgaon,Columba eversmanni,2426,90,81752,Non-breeding Season,Extant,Native,0,0,0,0,0,0
7292,Jalgaon,Columba livia,2426,90,81752,Resident,Extant,Native,2212,75093,74,91.17889530090685,91.8546335257853,82.22222222222223
7292,Jalgaon,Spilopelia chinensis,2426,90,81752,Resident,Extant,Native,2,60,1,0.08244023083264633,0.07339269987278599,1.1111111111111112
7292,Jalgaon,Spilopelia senegalensis,2426,90,81752,Resident,Extant,Native,825,31607,37,34.006595218466614,38.66205108131911,41.111111111111114
7292,Jalgaon,Streptopelia decaocto,2426,90,81752,Resident,Extant,Native,1,28,1,0.041220115416323165,0.03424992660730013,1.1111111111111112
7292,Jalgaon,Streptopelia orientalis,2426,90,81752,Non-breeding Season,Extant,Native,0,0,0,0,0,0
7292,Jalgaon,Streptopelia tranquebarica,2426,90,81752,Resident,Extant,Native,0,0,0,0,0,0
7292,Jalgaon,Treron phoenicopterus,2426,90,81752,Resident,Extant,Native,134,5095,6,5.523495465787304,6.2322634308640765,6.666666666666667
7295,Moradabad,Columba livia,22,18,639,Resident,Extant,Native,8,255,6,36.36363636363637,39.906103286384976,33.333333333333336
7295,Moradabad,Spilopelia chinensis,22,18,639,Resident,Extant,Native,2,208,2,9.090909090909092,32.550860719874805,11.11111111111111
7295,Moradabad,Spilopelia senegalensis,22,18,639,Resident,Extant,Native,2,75,2,9.090909090909092,11.737089201877934,11.11111111111111
7295,Moradabad,Streptopelia decaocto,22,18,639,Resident,Extant,Native,5,273,4,22.727272727272727,42.72300469483568,22.22222222222222
7295,Moradabad,Streptopelia orientalis,22,18,639,Passage,Extant,Native,0,0,0,0,0,0
7295,Moradabad,Streptopelia tranquebarica,22,18,639,Resident,Extant,Native,0,0,0,0,0,0
7295,Moradabad,Treron phoenicopterus,22,18,639,Resident,Extant,Native,2,90,1,9.090909090909092,14.084507042253522,5.555555555555555
7308,Agra,Columba livia,269,74,13698,Resident,Extant,Native,120,6121,35,44.60966542750929,44.685355526354215,47.2972972972973
7308,Agra,Spilopelia chinensis,269,74,13698,Resident,Extant,Native,7,166,6,2.6022304832713754,1.2118557453642869,8.108108108108109
7308,Agra,Spilopelia senegalensis,269,74,13698,Resident,Extant,Native,123,8010,28,45.72490706319702,58.47568988173456,37.83783783783784
7308,Agra,Streptopelia decaocto,269,74,13698,Resident,Extant,Native,110,7362,20,40.89219330855018,53.745072273324574,27.027027027027028
7308,Agra,Streptopelia orientalis,269,74,13698,Non-breeding Season,Extant,Native,3,249,3,1.1152416356877324,1.8177836180464302,4.054054054054054
7308,Agra,Streptopelia tranquebarica,269,74,13698,Resident,Extant,Native,4,206,4,1.486988847583643,1.5038691779821871,5.405405405405405
7308,Agra,Treron phoenicopterus,269,74,13698,Resident,Extant,Native,56,4891,8,20.817843866171003,35.70594247335377,10.81081081081081
7310,Aurangabad,Columba eversmanni,308,85,11977,Non-breeding Season,Extant,Native,0,0,0,0,0,0
7310,Aurangabad,Columba livia,308,85,11977,Resident,Extant,Native,176,6145,42,57.142857142857146,51.30667111964599,49.411764705882355
7310,Aurangabad,Spilopelia chinensis,308,85,11977,Resident,Extant,Native,17,1141,4,5.51948051948052,9.526592635885446,4.705882352941177
7310,Aurangabad,Spilopelia senegalensis,308,85,11977,Resident,Extant,Native,168,7345,44,54.54545454545455,61.32587459296986,51.76470588235294
7310,Aurangabad,Streptopelia decaocto,308,85,11977,Resident,Extant,Native,5,360,3,1.6233766233766234,3.0057610419971614,3.5294117647058822
7310,Aurangabad,Streptopelia orientalis,308,85,11977,Non-breeding Season,Extant,Native,0,0,0,0,0,0
7310,Aurangabad,Streptopelia tranquebarica,308,85,11977,Resident,Extant,Native,0,0,0,0,0,0
7310,Aurangabad,Treron phoenicopterus,308,85,11977,Resident,Extant,Native,2,133,2,0.6493506493506493,1.1104617182933956,2.3529411764705883
7332,Sangli,Columba livia,2267,208,96904,Resident,Extant,Native,753,30138,110,33.21570357300397,31.10088334846859,52.88461538461539
7332,Sangli,Spilopelia chinensis,2267,208,96904,Resident,Extant,Native,1,15,1,0.044111160123511246,0.015479237183191613,0.4807692307692308
7332,Sangli,Spilopelia senegalensis,2267,208,96904,Resident,Extant,Native,1035,38976,123,45.655050727834144,40.221249896805084,59.13461538461539
7332,Sangli,Streptopelia decaocto,2267,208,96904,Resident,Extant,Native,13,612,12,0.5734450816056462,0.6315528770742178,5.769230769230769
7332,Sangli,Streptopelia orientalis,2267,208,96904,Resident,Extant,Native,0,0,0,0,0,0
7332,Sangli,Streptopelia tranquebarica,2267,208,96904,Resident,Extant,Native,3,210,2,0.13233348037053375,0.21670932056468256,0.9615384615384616
7332,Sangli,Treron affinis,2267,208,96904,Resident,Extant,Native,0,0,0,0,0,0
7332,Sangli,Treron phoenicopterus,2267,208,96904,Resident,Extant,Native,7,530,6,0.30877812086457873,0.546933047139437,2.8846153846153846
7367,Belagavi,Chalcophaps indica,125,57,6129,Resident,Extant,Native,0,0,0,0,0,0
7367,Belagavi,Columba elphinstonii,125,57,6129,Resident,Extant,Native,0,0,0,0,0,0
7367,Belagavi,Columba livia,125,57,6129,Resident,Extant,Native,43,2352,24,34.4,38.37493881546745,42.10526315789474
7367,Belagavi,Spilopelia chinensis,125,57,6129,Resident,Extant,Native,20,1371,13,16,22.369065100342635,22.80701754385965
7367,Belagavi,Spilopelia senegalensis,125,57,6129,Resident,Extant,Native,5,416,3,4,6.787404144232338,5.2631578947368425
7367,Belagavi,Streptopelia decaocto,125,57,6129,Resident,Extant,Native,2,250,2,1.6,4.078968836678087,3.508771929824561
7367,Belagavi,Streptopelia orientalis,125,57,6129,Resident,Extant,Native,0,0,0,0,0,0
7367,Belagavi,Streptopelia tranquebarica,125,57,6129,Resident,Extant,Native,0,0,0,0,0,0
7367,Belagavi,Treron affinis,125,57,6129,Resident,Extant,Native,3,148,2,2.4,2.414749551313428,3.508771929824561
7367,Belagavi,Treron bicinctus,125,57,6129,Resident,Extant,Native,0,0,0,0,0,0
7367,Belagavi,Treron phoenicopterus,125,57,6129,Resident,Extant,Native,0,0,0,0,0,0
7386,Rampur,Columba livia,1,1,30,Resident,Extant,Native,0,0,0,0,0,0
7386,Rampur,Spilopelia chinensis,1,1,30,Resident,Extant,Native,0,0,0,0,0,0
7386,Rampur,Spilopelia senegalensis,1,1,30,Resident,Extant,Native,0,0,0,0,0,0
7386,Rampur,Streptopelia decaocto,1,1,30,Resident,Extant,Native,0,0,0,0,0,0
7386,Rampur,Streptopelia orientalis,1,1,30,Passage,Extant,Native,0,0,0,0,0,0
7386,Rampur,Streptopelia tranquebarica,1,1,30,Resident,Extant,Native,0,0,0,0,0,0
7386,Rampur,Treron phoenicopterus,1,1,30,Resident,Extant,Native,0,0,0,0,0,0
7431,Gwalior,Columba livia,84,41,3269,Resident,Extant,Native,38,1478,23,45.23809523809524,45.21260324258183,56.09756097560975
7431,Gwalior,Spilopelia chinensis,84,41,3269,Resident,Extant,Native,6,178,6,7.142857142857143,5.445090241664118,14.634146341463415
7431,Gwalior,Spilopelia senegalensis,84,41,3269,Resident,Extant,Native,29,1093,16,34.523809523809526,33.435301315386965,39.02439024390244
7431,Gwalior,Streptopelia decaocto,84,41,3269,Resident,Extant,Native,25,1253,16,29.761904761904763,38.32976445396146,39.02439024390244
7431,Gwalior,Streptopelia orientalis,84,41,3269,Non-breeding Season,Extant,Native,0,0,0,0,0,0
7431,Gwalior,Streptopelia tranquebarica,84,41,3269,Resident,Extant,Native,6,352,6,7.142857142857143,10.767818904863873,14.634146341463415
7431,Gwalior,Treron phoenicopterus,84,41,3269,Resident,Extant,Native,22,810,16,26.19047619047619,24.778219639033342,39.02439024390244
7474,Budaun,Columba livia,13,9,248,Resident,Extant,Native,5,112,5,38.46153846153846,45.16129032258065,55.55555555555556
7474,Budaun,Spilopelia chinensis,13,9,248,Resident,Extant,Native,10,209,8,76.92307692307692,84.2741935483871,88.88888888888889
7474,Budaun,Spilopelia senegalensis,13,9,248,Resident,Extant,Native,11,226,8,84.61538461538461,91.12903225806451,88.88888888888889
7474,Budaun,Streptopelia decaocto,13,9,248,Resident,Extant,Native,8,163,6,61.53846153846154,65.7258064516129,66.66666666666667
7474,Budaun,Streptopelia orientalis,13,9,248,Passage,Extant,Native,1,17,1,7.6923076923076925,6.854838709677419,11.11111111111111
7474,Budaun,Streptopelia tranquebarica,13,9,248,Resident,Extant,Native,7,142,6,53.84615384615385,57.25806451612903,66.66666666666667
7474,Budaun,Treron phoenicopterus,13,9,248,Resident,Extant,Native,6,133,5,46.15384615384615,53.62903225806452,55.55555555555556
7480,Bareilly,Columba livia,161,34,6355,Resident,Extant,Native,92,3847,18,57.142857142857146,60.53501180173092,52.94117647058823
7480,Bareilly,Spilopelia chinensis,161,34,6355,Resident,Extant,Native,29,1086,8,18.012422360248447,17.088906372934698,23.529411764705884
7480,Bareilly,Spilopelia senegalensis,161,34,6355,Resident,Extant,Native,67,2648,12,41.61490683229814,41.667977970102285,35.294117647058826
7480,Bareilly,Streptopelia decaocto,161,34,6355,Resident,Extant,Native,124,4827,22,77.01863354037268,75.95594020456333,64.70588235294117
7480,Bareilly,Streptopelia orientalis,161,34,6355,Passage,Extant,Native,1,220,1,0.6211180124223602,3.4618410700236035,2.9411764705882355
7480,Bareilly,Streptopelia tranquebarica,161,34,6355,Resident,Extant,Native,0,0,0,0,0,0
7480,Bareilly,Treron phoenicopterus,161,34,6355,Resident,Extant,Native,14,740,4,8.695652173913043,11.644374508261212,11.764705882352942
7483,Dharwad,Columba livia,755,137,26510,Resident,Extant,Native,178,7581,58,23.576158940397352,28.59675594115428,42.33576642335766
7483,Dharwad,Spilopelia chinensis,755,137,26510,Resident,Extant,Native,36,1996,23,4.768211920529802,7.529234251225953,16.78832116788321
7483,Dharwad,Spilopelia senegalensis,755,137,26510,Resident,Extant,Native,46,2635,29,6.0927152317880795,9.93964541682384,21.16788321167883
7483,Dharwad,Streptopelia decaocto,755,137,26510,Resident,Extant,Native,18,1475,11,2.384105960264901,5.5639381365522445,8.02919708029197
7483,Dharwad,Streptopelia orientalis,755,137,26510,Resident,Extant,Native,0,0,0,0,0,0
7483,Dharwad,Streptopelia tranquebarica,755,137,26510,Resident,Extant,Native,0,0,0,0,0,0
7483,Dharwad,Treron affinis,755,137,26510,Resident,Extant,Native,0,0,0,0,0,0
7483,Dharwad,Treron phoenicopterus,755,137,26510,Resident,Extant,Native,1,6,1,0.13245033112582782,0.022632968691059976,0.7299270072992701
7503,Bhopal,Columba eversmanni,514,180,22675,Non-breeding Season,Extant,Native,0,0,0,0,0,0
7503,Bhopal,Columba livia,514,180,22675,Resident,Extant,Native,304,15768,100,59.143968871595334,69.53914002205072,55.55555555555556
7503,Bhopal,Spilopelia chinensis,514,180,22675,Resident,Extant,Native,51,1543,20,9.922178988326849,6.804851157662624,11.11111111111111
7503,Bhopal,Spilopelia senegalensis,514,180,22675,Resident,Extant,Native,256,15393,83,49.80544747081712,67.88533627342889,46.111111111111114
7503,Bhopal,Streptopelia decaocto,514,180,22675,Resident,Extant,Native,10,526,8,1.9455252918287937,2.3197353914002203,4.444444444444445
7503,Bhopal,Streptopelia orientalis,514,180,22675,Non-breeding Season,Extant,Native,0,0,0,0,0,0
7503,Bhopal,Streptopelia tranquebarica,514,180,22675,Resident,Extant,Native,0,0,0,0,0,0
7503,Bhopal,Treron phoenicopterus,514,180,22675,Resident,Extant,Native,4,214,3,0.7782101167315175,0.9437706725468578,1.6666666666666667
7517,Mainpuri,Columba livia,1,1,120,Resident,Extant,Native,1,120,1,100,100,100
7517,Mainpuri,Spilopelia chinensis,1,1,120,Resident,Extant,Native,0,0,0,0,0,0
7517,Mainpuri,Spilopelia senegalensis,1,1,120,Resident,Extant,Native,1,120,1,100,100,100
7517,Mainpuri,Streptopelia decaocto,1,1,120,Resident,Extant,Native,0,0,0,0,0,0
7517,Mainpuri,Streptopelia orientalis,1,1,120,Passage,Extant,Native,0,0,0,0,0,0
7517,Mainpuri,Streptopelia tranquebarica,1,1,120,Resident,Extant,Native,0,0,0,0,0,0
7517,Mainpuri,Treron phoenicopterus,1,1,120,Resident,Extant,Native,0,0,0,0,0,0
7527,Bhind,Columba livia,14,9,540,Resident,Extant,Native,13,343,8,92.85714285714286,63.51851851851852,88.88888888888889
7527,Bhind,Spilopelia chinensis,14,9,540,Resident,Extant,Native,2,12,2,14.285714285714286,2.2222222222222223,22.22222222222222
7527,Bhind,Spilopelia senegalensis,14,9,540,Resident,Extant,Native,5,129,4,35.714285714285715,23.88888888888889,44.44444444444444
7527,Bhind,Streptopelia decaocto,14,9,540,Resident,Extant,Native,12,480,8,85.71428571428571,88.88888888888889,88.88888888888889
7527,Bhind,Streptopelia orientalis,14,9,540,Non-breeding Season,Extant,Native,0,0,0,0,0,0
7527,Bhind,Streptopelia tranquebarica,14,9,540,Resident,Extant,Native,3,40,3,21.428571428571427,7.407407407407407,33.333333333333336
7527,Bhind,Treron phoenicopterus,14,9,540,Resident,Extant,Native,1,28,1,7.142857142857143,5.185185185185185,11.11111111111111
7536,Etawah,Columba livia,6,6,248,Resident,Extant,Native,2,83,2,33.333333333333336,33.46774193548387,33.333333333333336
7536,Etawah,Spilopelia chinensis,6,6,248,Resident,Extant,Native,0,0,0,0,0,0
7536,Etawah,Spilopelia senegalensis,6,6,248,Resident,Extant,Native,3,163,3,50,65.7258064516129,50
7536,Etawah,Streptopelia decaocto,6,6,248,Resident,Extant,Native,0,0,0,0,0,0
7536,Etawah,Streptopelia orientalis,6,6,248,Non-breeding Season,Extant,Native,0,0,0,0,0,0
7536,Etawah,Streptopelia tranquebarica,6,6,248,Resident,Extant,Native,0,0,0,0,0,0
7536,Etawah,Treron phoenicopterus,6,6,248,Resident,Extant,Native,2,125,2,33.333333333333336,50.403225806451616,33.333333333333336
7542,Mangaluru,Chalcophaps indica,2698,273,84253,Resident,Extant,Native,0,0,0,0,0,0
7542,Mangaluru,Columba livia,2698,273,84253,Resident,Extant,Native,1857,57002,153,68.82876204595998,67.65575113052354,56.043956043956044
7542,Mangaluru,Ducula aenea,2698,273,84253,Resident,Extant,Native,0,0,0,0,0,0
7542,Mangaluru,Ducula cuprea,2698,273,84253,Resident,Extant,Native,0,0,0,0,0,0
7542,Mangaluru,Spilopelia chinensis,2698,273,84253,Resident,Extant,Native,251,16260,44,9.303187546330616,19.299016058775354,16.117216117216117
7542,Mangaluru,Streptopelia decaocto,2698,273,84253,Resident,Extant,Native,9,570,2,0.3335804299481097,0.6765337732781028,0.7326007326007326
7542,Mangaluru,Streptopelia orientalis,2698,273,84253,NA,NA,NA,1,60,1,0.037064492216456635,0.07121408139769504,0.3663003663003663
7542,Mangaluru,Streptopelia tranquebarica,2698,273,84253,Resident,Extant,Native,8,545,2,0.2965159377316531,0.6468612393623966,0.7326007326007326
7542,Mangaluru,Treron affinis,2698,273,84253,Resident,Extant,Native,5,355,4,0.18532246108228317,0.42134998160302894,1.465201465201465
7542,Mangaluru,Treron bicinctus,2698,273,84253,Resident,Extant,Native,0,0,0,0,0,0
7542,Mangaluru,Treron phoenicopterus,2698,273,84253,Resident,Extant,Native,51,3576,14,1.8902891030392883,4.244359251302624,5.128205128205129
7543,Pilibhit,Columba livia,1,1,15,Resident,Extant,Native,0,0,0,0,0,0
7543,Pilibhit,Columba palumbus,1,1,15,Non-breeding Season,Extant,Native,0,0,0,0,0,0
7543,Pilibhit,Spilopelia chinensis,1,1,15,Resident,Extant,Native,0,0,0,0,0,0
7543,Pilibhit,Spilopelia senegalensis,1,1,15,Resident,Extant,Native,0,0,0,0,0,0
7543,Pilibhit,Streptopelia decaocto,1,1,15,Resident,Extant,Native,0,0,0,0,0,0
7543,Pilibhit,Streptopelia orientalis,1,1,15,Passage,Extant,Native,0,0,0,0,0,0
7543,Pilibhit,Streptopelia tranquebarica,1,1,15,Resident,Extant,Native,0,0,0,0,0,0
7543,Pilibhit,Treron phoenicopterus,1,1,15,Resident,Extant,Native,0,0,0,0,0,0
7554,Solapur,Columba livia,69,38,2245,Resident,Extant,Native,36,1267,23,52.17391304347826,56.43652561247216,60.526315789473685
7554,Solapur,Spilopelia chinensis,69,38,2245,Resident,Extant,Native,0,0,0,0,0,0
7554,Solapur,Spilopelia senegalensis,69,38,2245,Resident,Extant,Native,28,614,15,40.57971014492754,27.34966592427617,39.473684210526315
7554,Solapur,Streptopelia decaocto,69,38,2245,Resident,Extant,Native,6,203,5,8.695652173913043,9.042316258351892,13.157894736842104
7554,Solapur,Streptopelia orientalis,69,38,2245,Non-breeding Season,Extant,Native,1,150,1,1.4492753623188406,6.6815144766147,2.6315789473684212
7554,Solapur,Streptopelia tranquebarica,69,38,2245,Resident,Extant,Native,0,0,0,0,0,0
7554,Solapur,Treron phoenicopterus,69,38,2245,Resident,Extant,Native,0,0,0,0,0,0
7555,Vijayapura,Columba livia,597,41,9393,Resident,Extant,Native,115,1675,18,19.262981574539364,17.832428404130734,43.90243902439025
7555,Vijayapura,Spilopelia chinensis,597,41,9393,Resident,Extant,Native,0,0,0,0,0,0
7555,Vijayapura,Spilopelia senegalensis,597,41,9393,Resident,Extant,Native,400,6350,17,67.00167504187604,67.6035345470031,41.46341463414634
7555,Vijayapura,Streptopelia decaocto,597,41,9393,Resident,Extant,Native,365,5926,5,61.139028475711896,63.0895347599276,12.195121951219512
7555,Vijayapura,Streptopelia orientalis,597,41,9393,Non-breeding Season,Extant,Native,0,0,0,0,0,0
7555,Vijayapura,Streptopelia tranquebarica,597,41,9393,Resident,Extant,Native,13,251,1,2.1775544388609713,2.672202704141382,2.4390243902439024
7555,Vijayapura,Treron phoenicopterus,597,41,9393,Resident,Extant,Native,0,0,0,0,0,0
7563,Jhansi,Columba livia,6,6,87,Resident,Extant,Native,3,45,3,50,51.724137931034484,50
7563,Jhansi,Spilopelia chinensis,6,6,87,Resident,Extant,Native,1,15,1,16.666666666666668,17.24137931034483,16.666666666666668
7563,Jhansi,Spilopelia senegalensis,6,6,87,Resident,Extant,Native,1,15,1,16.666666666666668,17.24137931034483,16.666666666666668
7563,Jhansi,Streptopelia decaocto,6,6,87,Resident,Extant,Native,1,29,1,16.666666666666668,33.333333333333336,16.666666666666668
7563,Jhansi,Streptopelia orientalis,6,6,87,Non-breeding Season,Extant,Native,0,0,0,0,0,0
7563,Jhansi,Streptopelia tranquebarica,6,6,87,Resident,Extant,Native,0,0,0,0,0,0
7563,Jhansi,Treron phoenicopterus,6,6,87,Resident,Extant,Native,0,0,0,0,0,0
7593,Akola,Columba eversmanni,533,67,32699,Non-breeding Season,Extant,Native,0,0,0,0,0,0
7593,Akola,Columba livia,533,67,32699,Resident,Extant,Native,194,11213,38,36.39774859287054,34.29156854949693,56.71641791044776
7593,Akola,Spilopelia chinensis,533,67,32699,Resident,Extant,Native,75,7098,25,14.071294559099437,21.70708584360378,37.3134328358209
7593,Akola,Spilopelia senegalensis,533,67,32699,Resident,Extant,Native,308,19295,41,57.78611632270169,59.00792073152084,61.19402985074627
7593,Akola,Streptopelia decaocto,533,67,32699,Resident,Extant,Native,60,6095,13,11.25703564727955,18.63971375271415,19.402985074626866
7593,Akola,Streptopelia orientalis,533,67,32699,Non-breeding Season,Extant,Native,7,571,5,1.3133208255159474,1.7462307715832288,7.462686567164179
7593,Akola,Streptopelia tranquebarica,533,67,32699,Resident,Extant,Native,19,1540,8,3.5647279549718576,4.709624147527447,11.940298507462687
7593,Akola,Treron phoenicopterus,533,67,32699,Resident,Extant,Native,52,3582,12,9.75609756097561,10.954463439248906,17.91044776119403
7613,Shahjahanpur,Columba livia,3,3,47,Resident,Extant,Native,2,31,2,66.66666666666667,65.95744680851064,66.66666666666667
7613,Shahjahanpur,Spilopelia chinensis,3,3,47,Resident,Extant,Native,0,0,0,0,0,0
7613,Shahjahanpur,Spilopelia senegalensis,3,3,47,Resident,Extant,Native,0,0,0,0,0,0
7613,Shahjahanpur,Streptopelia decaocto,3,3,47,Resident,Extant,Native,0,0,0,0,0,0
7613,Shahjahanpur,Streptopelia orientalis,3,3,47,Passage,Extant,Native,0,0,0,0,0,0
7613,Shahjahanpur,Streptopelia tranquebarica,3,3,47,Resident,Extant,Native,0,0,0,0,0,0
7613,Shahjahanpur,Treron phoenicopterus,3,3,47,Resident,Extant,Native,0,0,0,0,0,0
7635,Latur,Columba livia,15,9,537,Resident,Extant,Native,7,323,5,46.666666666666664,60.14897579143389,55.55555555555556
7635,Latur,Spilopelia chinensis,15,9,537,Resident,Extant,Native,2,210,2,13.333333333333334,39.10614525139665,22.22222222222222
7635,Latur,Spilopelia senegalensis,15,9,537,Resident,Extant,Native,6,299,5,40,55.679702048417134,55.55555555555556
7635,Latur,Streptopelia decaocto,15,9,537,Resident,Extant,Native,3,213,3,20,39.66480446927374,33.333333333333336
7635,Latur,Streptopelia orientalis,15,9,537,Non-breeding Season,Extant,Native,1,30,1,6.666666666666667,5.58659217877095,11.11111111111111
7635,Latur,Streptopelia tranquebarica,15,9,537,Resident,Extant,Native,0,0,0,0,0,0
7635,Latur,Treron phoenicopterus,15,9,537,Resident,Extant,Native,0,0,0,0,0,0
7655,Kannur,Chalcophaps indica,3221,437,83500,Resident,Extant,Native,2,60,1,0.06209251785159888,0.0718562874251497,0.2288329519450801
7655,Kannur,Columba livia,3221,437,83500,Resident,Extant,Native,1386,38837,190,43.03011487115803,46.51137724550898,43.47826086956522
7655,Kannur,Ducula aenea,3221,437,83500,Resident,Extant,Native,1,30,1,0.03104625892579944,0.03592814371257485,0.2288329519450801
7655,Kannur,Ducula cuprea,3221,437,83500,Resident,Extant,Native,0,0,0,0,0,0
7655,Kannur,Spilopelia chinensis,3221,437,83500,Resident,Extant,Native,155,7447,66,4.812170133498913,8.918562874251498,15.102974828375286
7655,Kannur,Streptopelia decaocto,3221,437,83500,Resident,Extant,Native,0,0,0,0,0,0
7655,Kannur,Streptopelia tranquebarica,3221,437,83500,Resident,Extant,Native,0,0,0,0,0,0
7655,Kannur,Treron affinis,3221,437,83500,Resident,Extant,Native,2,228,2,0.06209251785159888,0.27305389221556886,0.4576659038901602
7655,Kannur,Treron bicinctus,3221,437,83500,Resident,Extant,Native,0,0,0,0,0,0
7655,Kannur,Treron phoenicopterus,3221,437,83500,Resident,Extant,Native,4,231,4,0.12418503570319776,0.27664670658682633,0.9153318077803204
7700,Davanagere,Columba livia,25,20,719,Resident,Extant,Native,6,125,5,24,17.385257301808068,25
7700,Davanagere,Spilopelia chinensis,25,20,719,Resident,Extant,Native,3,95,3,12,13.21279554937413,15
7700,Davanagere,Spilopelia senegalensis,25,20,719,Resident,Extant,Native,0,0,0,0,0,0
7700,Davanagere,Streptopelia decaocto,25,20,719,Resident,Extant,Native,1,66,1,4,9.179415855354659,5
7700,Davanagere,Streptopelia orientalis,25,20,719,Resident,Extant,Native,0,0,0,0,0,0
7700,Davanagere,Streptopelia tranquebarica,25,20,719,Resident,Extant,Native,0,0,0,0,0,0
7700,Davanagere,Treron phoenicopterus,25,20,719,Resident,Extant,Native,0,0,0,0,0,0
7710,Hardoi,Columba livia,1,1,20,Resident,Extant,Native,0,0,0,0,0,0
7710,Hardoi,Spilopelia chinensis,1,1,20,Resident,Extant,Native,1,20,1,100,100,100
7710,Hardoi,Spilopelia senegalensis,1,1,20,Resident,Extant,Native,0,0,0,0,0,0
7710,Hardoi,Streptopelia decaocto,1,1,20,Resident,Extant,Native,0,0,0,0,0,0
7710,Hardoi,Streptopelia orientalis,1,1,20,Passage,Extant,Native,0,0,0,0,0,0
7710,Hardoi,Streptopelia tranquebarica,1,1,20,Resident,Extant,Native,0,0,0,0,0,0
7710,Hardoi,Treron phoenicopterus,1,1,20,Resident,Extant,Native,0,0,0,0,0,0
